시·도,시·군·구,읍·면·동,구간거리 (km),40FT 컨테이너,20FT 컨테이너
충청북도,청주시 흥덕구,옥산면,290,"878,200","784,000"
충청북도,청주시 흥덕구,복대1동,290,"878,200","784,000"
충청북도,청주시 흥덕구,봉명1동,292,"882,400","787,300"
충청북도,청주시 흥덕구,봉명2송정동,291,"880,200","785,700"
충청북도,청주시 흥덕구,강서1동,291,"880,200","785,700"
충청북도,청주시 흥덕구,강서2동,292,"882,400","787,300"
충청북도,청주시 청원구,내수읍,307,"916,500","815,200"
충청북도,청주시 청원구,오창읍,303,"908,000","808,400"
충청북도,청주시 청원구,북이면,308,"918,500","817,000"
충청북도,보은군,보은읍,254,"800,600","700,100"
충청북도,보은군,장안면,243,"776,300","674,300"
충청북도,보은군,마로면,246,"782,900","680,000"
충청북도,보은군,삼승면,245,"780,600","678,100"
충청북도,보은군,내북면,263,"820,000","716,000"
충청북도,옥천군,옥천읍,251,"793,900","694,700"
충청북도,옥천군,청산면,232,"752,100","653,300"
충청북도,영동군,영동읍,227,"740,900","643,500"
충청북도,영동군,용산면,223,"732,100","635,900"
충청북도,진천군,진천읍,319,"941,600","835,700"
충청북도,진천군,덕산읍,324,"952,000","844,100"
충청북도,진천군,초평면,316,"935,200","830,600"
충청북도,진천군,문백면,308,"918,500","817,000"
충청북도,진천군,이월면,331,"966,700","855,900"
충청북도,진천군,광혜원면,331,"966,700","855,900"
충청북도,괴산군,괴산읍,274,"845,600","755,900"
충청북도,괴산군,칠성면,266,"826,600","721,300"
충청북도,괴산군,청안면,293,"884,500","789,000"
충청북도,괴산군,사리면,289,"875,900","782,200"
충청북도,음성군,음성읍,301,"903,800","805,000"
충청북도,음성군,금왕읍,314,"931,200","827,100"
충청북도,음성군,소이면,296,"890,800","794,200"
충청북도,음성군,원남면,303,"908,000","808,400"
충청북도,음성군,맹동면,320,"943,600","837,500"
충청북도,음성군,대소면,330,"964,700","854,200"
충청북도,음성군,삼성면,333,"970,900","859,400"
충청북도,음성군,생극면,316,"935,200","830,600"
충청북도,음성군,감곡면,312,"926,800","823,800"
충청남도,천안시 동남구,풍세면,325,"954,200","845,800"
충청남도,천안시 동남구,광덕면,328,"960,400","850,900"
충청남도,천안시 동남구,성남면,317,"937,500","832,300"
충청남도,천안시 동남구,병천면,318,"939,500","834,000"
충청남도,천안시 동남구,동면,324,"952,000","844,100"
충청남도,천안시 동남구,봉명동,325,"954,200","845,800"
충청남도,천안시 동남구,청룡동,321,"945,800","839,000"
충청남도,천안시 서북구,성거읍,328,"960,400","850,900"
충청남도,천안시 서북구,직산읍,328,"960,400","850,900"
충청남도,천안시 서북구,입장면,335,"975,100","862,700"
충청남도,천안시 서북구,백석동,326,"956,200","847,400"
충청남도,천안시 서북구,부성1동,324,"952,000","844,100"
충청남도,천안시 서북구,부성2동,325,"954,200","845,800"
충청남도,공주시,유구읍,322,"947,900","840,700"
충청남도,공주시,탄천면,313,"929,000","825,500"
충청남도,공주시,계룡면,311,"924,900","822,100"
충청남도,공주시,의당면,300,"901,700","803,200"
충청남도,공주시,정안면,319,"941,600","835,700"
충청남도,공주시,금학동,304,"910,100","810,200"
충청남도,보령시,웅천읍,343,"991,700","876,100"
충청남도,보령시,주교면,362,"1,027,600","904,800"
충청남도,보령시,오천면,374,"1,049,000","921,800"
충청남도,아산시,염치읍,342,"989,600","874,400"
충청남도,아산시,송악면,340,"985,500","871,100"
충청남도,아산시,탕정면,335,"975,100","862,700"
충청남도,아산시,음봉면,344,"993,700","877,800"
충청남도,아산시,둔포면,350,"1,006,200","887,700"
충청남도,아산시,영인면,346,"998,000","881,100"
충청남도,아산시,인주면,362,"1,027,600","904,800"
충청남도,아산시,선장면,352,"1,009,800","890,600"
충청남도,아산시,도고면,354,"1,013,400","893,400"
충청남도,아산시,신창면,344,"993,700","877,800"
충청남도,아산시,온양3동,337,"979,200","866,100"
충청남도,아산시,온양4동,341,"987,600","872,700"
충청남도,서산시,대산읍,398,"1,091,400","955,200"
충청남도,서산시,지곡면,394,"1,084,400","949,700"
충청남도,서산시,성연면,387,"1,072,100","940,000"
충청남도,서산시,석남동,388,"1,073,800","941,300"
충청남도,논산시,연무읍,291,"880,200","785,700"
충청남도,논산시,성동면,303,"908,000","808,400"
충청남도,논산시,광석면,303,"908,000","808,400"
충청남도,논산시,부적면,302,"905,900","806,800"
충청남도,논산시,가야곡면,290,"878,200","784,000"
충청남도,논산시,취암동,299,"897,300","799,500"
충청남도,당진시,합덕읍,364,"1,031,300","907,600"
충청남도,당진시,송악읍,379,"1,057,900","928,700"
충청남도,당진시,고대면,389,"1,075,700","942,900"
충청남도,당진시,석문면,396,"1,087,900","952,400"
충청남도,당진시,순성면,371,"1,043,700","917,500"
충청남도,당진시,신평면,382,"1,063,200","933,000"
충청남도,당진시,송산면,382,"1,063,200","933,000"
충청남도,금산군,제원면,256,"804,900","703,400"
충청남도,금산군,추부면,266,"826,600","721,300"
충청남도,부여군,규암면,319,"941,600","835,700"
충청남도,부여군,남면,330,"964,700","854,200"
충청남도,부여군,초촌면,308,"918,500","817,000"
충청남도,서천군,장항읍,314,"931,200","827,100"
충청남도,서천군,마서면,316,"935,200","830,600"
충청남도,청양군,정산면,329,"962,400","852,500"
충청남도,홍성군,홍성읍,357,"1,018,700","897,700"
충청남도,홍성군,금마면,351,"1,007,900","889,000"
충청남도,홍성군,갈산면,380,"1,059,600","930,300"
충청남도,홍성군,구항면,365,"1,033,000","909,100"
충청남도,예산군,예산읍,349,"1,004,200","886,000"
충청남도,예산군,삽교읍,349,"1,004,200","886,000"
충청남도,예산군,광시면,345,"995,800","879,300"
충청남도,예산군,고덕면,356,"1,017,000","896,300"
충청남도,예산군,신암면,353,"1,011,500","891,900"
충청남도,예산군,오가면,346,"998,000","881,100"
충청남도,태안군,원북면,418,"1,126,500","982,900"
전라북도,전주시 덕진구,팔복동,264,"822,300","717,700"
전라북도,전주시 덕진구,여의동,272,"841,700","752,400"
전라북도,군산시,임피면,302,"905,900","806,800"
전라북도,군산시,서수면,299,"897,300","799,500"
전라북도,군산시,성산면,306,"914,400","813,500"
전라북도,군산시,월명동,309,"920,700","818,800"
전라북도,군산시,조촌동,306,"914,400","813,500"
전라북도,군산시,소룡동,310,"922,800","820,400"
전라북도,군산시,미성동,312,"926,800","823,800"
전라북도,익산시,함열읍,291,"880,200","785,700"
전라북도,익산시,왕궁면,276,"849,500","759,500"
전라북도,익산시,춘포면,277,"851,500","761,100"
전라북도,익산시,삼기면,286,"869,500","776,700"
전라북도,익산시,영등1동,286,"869,500","776,700"
전라북도,익산시,팔봉동,282,"861,300","769,800"
전라북도,정읍시,신태인읍,308,"918,500","817,000"
전라북도,정읍시,북면,309,"920,700","818,800"
전라북도,정읍시,입암면,295,"888,800","792,500"
전라북도,정읍시,감곡면,301,"903,800","805,000"
전라북도,정읍시,수성동,304,"910,100","810,200"
전라북도,정읍시,농소동,305,"912,200","811,800"
전라북도,정읍시,상교동,300,"901,700","803,200"
전라북도,남원시,사매면,227,"740,900","643,500"
전라북도,남원시,인월면,197,"673,300","585,100"
전라북도,남원시,산내면,204,"689,300","598,800"
전라북도,김제시,백산면,294,"886,600","790,800"
전라북도,김제시,백구면,280,"857,400","766,500"
전라북도,김제시,검산동,295,"888,800","792,500"
전라북도,완주군,봉동읍,266,"826,600","721,300"
전라북도,완주군,경천면,278,"853,500","762,900"
전라북도,부안군,백산면,320,"943,600","837,500"
전라북도,부안군,하서면,320,"943,600","837,500"
전라남도,여수시,소라면,192,"661,900","575,000"
전라남도,여수시,율촌면,188,"652,600","567,000"
전라남도,여수시,월호동,198,"675,700","586,900"
전라남도,여수시,만덕동,197,"673,300","585,100"
전라남도,여수시,삼일동,185,"645,800","561,200"
전라남도,여수시,묘도동,176,"624,800","544,000"
전라남도,순천시,해룡면,184,"643,500","559,400"
전라남도,순천시,서면,187,"650,400","565,100"
전라남도,순천시,삼산동,190,"657,300","570,900"
전라남도,광양시,광양읍,176,"624,800","544,000"
전라남도,광양시,옥곡면,164,"596,600","520,500"
전라남도,광양시,골약동,174,"620,100","540,100"
전라남도,광양시,태인동,160,"587,100","512,600"
전라남도,광양시,금호동,164,"596,600","520,500"
전라남도,담양군,담양읍,260,"813,600","710,600"
전라남도,보성군,겸백면,238,"765,300","664,800"
전라남도,영암군,삼호읍,296,"890,800","794,200"
전라남도,영암군,신북면,298,"895,100","797,700"
